STOPPLACECODE;NAME;TOWN;INSTAP_WERK;UITSTAP_WERK;INSTAP_ZA;UITSTAP_ZA;INSTAP_ZO;UITSTAP_ZO
NL:S:19000320;Trageldijk;Coevorden;1,9;2,6;0,0;0,0;0,0;0,0
NL:S:19001410;Station;Coevorden;21,6;21,5;0,0;0,0;0,0;0,0
NL:S:19180200;Scheidijk;De Krim;0,8;0,2;0,0;0,0;0,0;0,0
NL:S:19180220;Dommerskanaal;De Krim;0,6;0,6;0,0;0,0;0,0;0,0
NL:S:19180260;Nieuwlandseweg;De Krim;1,3;1,4;0,0;0,0;0,0;0,0
NL:S:19180280;N.H. Kerk;De Krim;5,8;4,7;0,0;0,0;0,0;0,0
NL:S:19180300;Horstra's Wijk;De Krim;4,6;4,7;0,0;0,0;0,0;0,0
NL:S:19180332;Horstra's Wijk/Marsstraat;De Krim;0,3;0,5;0,0;0,0;0,0;0,0
NL:S:19180350;Marsstraat;De Krim;3,2;1,4;0,0;0,0;0,0;0,0
NL:S:19180450;Slagenweg/Lutteresweg;Ane;0,1;0,6;0,0;0,0;0,0;0,0
NL:S:19280010;Molenweg;De Krim;0,8;0,9;0,0;0,0;0,0;0,0
NL:S:19280030;Coevorderweg 171;De Krim;0,8;0,5;0,0;0,0;0,0;0,0
NL:S:19280050;Drukkerij Seinen;De Krim;0,4;0,3;0,0;0,0;0,0;0,0
NL:S:19280070;Coevorderweg 105;De Krim;0,1;0,0;0,0;0,0;0,0;0,0
NL:S:19380010;Schuineslootweg;Slagharen;16,6;16,4;1,6;1,7;1,3;0,9
NL:S:19380030;Herenstraat 108;Slagharen;1,2;1,0;0,1;0,1;0,0;0,1
NL:S:19380050;Witmanweg;Slagharen;3,2;3,8;0,5;0,9;0,7;0,4
NL:S:19380070;Vergouwlaan;Slagharen;32,8;29,9;4,2;2,8;1,9;2,1
NL:S:19380151;Centrum;Lutten;173,7;174,9;20,2;21,0;11,1;10,8
NL:S:19380191;Viaduct;Lutten;13,3;13,9;2,2;2,6;1,4;1,2
NL:S:19380280;Coevorderweg 89;Slagharen;0,4;0,5;0,0;0,0;0,0;0,0
NL:S:19380301;Centrum;Slagharen;48,1;53,3;9,9;11,4;8,9;6,1
NL:S:19380320;Attractiepark;Slagharen;34,4;34,6;25,9;26,9;23,8;18,4
NL:S:19380340;Dedemsvaartseweg 84;Lutten;3,9;3,1;0,3;0,4;0,3;0,2
NL:S:19380360;Coevorderweg;Lutten;1,7;1,8;0,4;0,3;0,2;0,2
NL:S:19380380;Tottenhamstraat/Proatkoele;Lutten;2,0;2,1;1,0;0,8;0,4;0,4
NL:S:19380400;Ongelukkige Wijk;Lutten;2,8;2,7;0,6;0,3;0,4;0,4
NL:S:19480010;Rheezerend 162;Dedemsvaart;2,0;2,0;0,2;0,4;0,2;0,2
NL:S:19480030;Rheezerend;Dedemsvaart;3,7;3,3;1,0;0,9;0,6;0,4
NL:S:19480050;Rheezerend 60;Dedemsvaart;2,3;4,4;0,5;0,5;0,7;0,5
NL:S:19480070;Industrieweg;Dedemsvaart;8,1;6,8;0,5;0,6;1,0;0,3
NL:S:19480090;Celsiusstraat;Dedemsvaart;5,5;6,0;0,5;0,6;0,2;0,4
NL:S:19480110;Van Haeringenstraat;Dedemsvaart;3,2;4,4;0,7;0,6;0,8;0,7
NL:S:19480130;De Magnolia;Dedemsvaart;47,9;44,3;5,7;6,4;3,6;3,2
NL:S:19480150;Hazelaar;Dedemsvaart;35,0;33,4;4,8;4,8;2,8;2,3
NL:S:19480170;Krikkenstraat;Dedemsvaart;15,6;18,5;4,6;4,1;1,8;3,4
NL:S:19480190;Haitjema;Dedemsvaart;62,6;55,1;16,5;14,3;10,4;7,1
NL:S:19480230;Adelaarweg;Dedemsvaart;85,3;80,1;13,3;13,6;8,8;7,7
NL:S:19480250;Sportlaan;Dedemsvaart;45,0;43,7;7,8;8,5;5,6;5,3
NL:S:19480280;Busstation;Dedemsvaart;78,3;91,9;16,9;16,7;11,8;10,3
NL:S:19480300;Hoofdvaart 115;Dedemsvaart;2,3;2,3;0,4;0,7;0,8;0,3
NL:S:19480320;Hoofdvaart 207;Dedemsvaart;3,2;3,3;0,4;0,3;0,1;0,2
NL:S:19480340;Het Rak;Dedemsvaart;3,4;2,7;0,4;0,4;0,2;0,3
NL:S:19480360;De Pol;Dedemsvaart;2,5;2,7;0,8;1,0;0,8;0,5
NL:S:19481990;Zwiersstraat;Dedemsvaart;6,6;7,6;0,0;0,0;0,0;0,0
NL:S:19580000;Station;Gramsbergen;0,4;0,4;0,0;0,0;0,0;0,0
NL:S:19580040;Aner Molen;Ane;0,0;0,1;0,0;0,0;0,0;0,0
NL:S:19580060;De Viersprong;Ane;0,1;0,1;0,0;0,0;0,0;0,0
NL:S:19580080;Slagenweg/Haarweg;Ane;0,2;0,2;0,0;0,0;0,0;0,0
NL:S:19580100;Slagenweg/Schansweg;Ane;0,0;0,0;0,0;0,0;0,0;0,0
NL:S:24350010;Spin;De Blesse;0,30000000000000004;0,30000000000000004;0,0;0,0;0,0;0,0
NL:S:24350030;Bovenweg;De Blesse;1,6;1,7;0,0;0,0;0,0;0,0
NL:S:24350050;Friese Veldweg;De Blesse;1,7;2,4;0,0;0,0;0,0;0,0
NL:S:24350070;Lagebroekweg;Blesdijke;2,0;1,5;0,0;0,0;0,0;0,0
NL:S:24350600;Noord;De Blesse;11,4;11,8;0,0;0,0;0,0;0,0
NL:S:24450030;Marijenkampen;Marijenkampen;1,0;1,1;0,0;0,0;0,0;0,0
NL:S:24450050;Eikenlaan;Willemsoord;0,5;0,4;0,0;0,0;0,0;0,0
NL:S:24451400;'t Centrum;Steenwijkerwold;12,299999999999999;10,2;0,0;0,0;0,0;0,0
NL:S:24451800;Willemsoord;Willemsoord;6,5;5,8;0,0;0,0;0,0;0,0
NL:S:24510020;Frieseweg;Oldemarkt;17,0;17,1;0,0;0,0;0,0;0,0
NL:S:24510040;Koningin Julianaweg;Oldemarkt;4,1000000000000005;3,9000000000000004;0,0;0,0;0,0;0,0
NL:S:24510060;Parochiehuis;Oldemarkt;9,0;6,6000000000000005;0,0;0,0;0,0;0,0
NL:S:24510070;Kruisstraat;Oldemarkt;2,0;2,0;0,0;0,0;0,0;0,0
NL:S:24510090;De Boterberg;Oldemarkt;1,3;1,1;0,0;0,0;0,0;0,0
NL:S:24550030;Zuidveen;Zuidveen;6,1;5,9;0,6;0,8;0,9;0,4
NL:S:24550050;Groot Verlaat;Steenwijk;5,4;7,199999999999999;0,4;0,6;0,3;0,3
NL:S:24550090;Onnaseveld;Steenwijk;0,1;0,1;0,0;0,0;0,0;0,0
NL:S:24550122;Bedelaarspad;Steenwijk;1,6;1,2;0,0;0,0;0,0;0,0
NL:S:24550160;Dolderbrug;Steenwijk;2,5;4,1;1,8;0,8;1,2;0,7
NL:S:24550220;Westercluft;Steenwijk;0,9;0,5;0,0;0,0;0,0;0,0
NL:S:24550360;Kallenkoterallee;Steenwijk;0,6;0,5;0,0;0,0;0,0;0,0
NL:S:24550380;Gagelsweg;Steenwijk;0,7;0,3;0,0;0,0;0,0;0,0
NL:S:24550400;Oostercluft;Steenwijk;1,4;1,1;0,0;0,0;0,0;0,0
NL:S:24550420;'t Schar;Steenwijk;2,2;1,1;0,0;0,0;0,0;0,0
NL:S:24552310;Gemeentewerken;Tuk;1,0;1,1;0,0;0,0;0,0;0,0
NL:S:24552330;Oldemarktseweg;Tuk;0,7;0,6;0,0;0,0;0,0;0,0
NL:S:24552350;Watertoren;Thij;0,6;0,5;0,0;0,0;0,0;0,0
NL:S:24552370;Thij;Thij;0,3;0,4;0,0;0,0;0,0;0,0
NL:S:24590100;Burchtstraat;Kuinre;26,0;12,9;0,0;0,0;0,0;0,0
NL:S:24610010;Venebosweg;Ossenzijl;1,3;1,5999999999999999;0,0;0,0;0,0;0,0
NL:S:24610030;Kloosterdijk;Ossenzijl;0,8;1,2;0,0;0,0;0,0;0,0
NL:S:24620010;Busstation;Lemmer;35,8;29,9;0,0;0,0;0,0;0,0
NL:S:24620110;Lemsterweg;Rutten;0,2;0,6;0,0;0,0;0,0;0,0
NL:S:24620130;Houtmolen;Lemmer;9,1;8,1;0,0;0,0;0,0;0,0
NL:S:24650010;Veendijk;Veendijk;0,6;0,4;0,0;0,0;0,0;0,0
NL:S:24650030;Bovenboer;Veendijk;0,2;0,2;0,0;0,0;0,0;0,0
NL:S:24650050;Havelterberg;Havelterberg;0,5;0,8;0,0;0,0;0,0;0,0
NL:S:24650070;Rotonde;Havelterberg;0,1;0,1;0,0;0,0;0,0;0,0
NL:S:24680010;Uiterdijkenweg;Luttelgeest;0,1;0,30000000000000004;0,0;0,0;0,0;0,0
NL:S:24720010;Lemsterpoort;Rutten;27,1;25,0;0,0;0,0;0,0;0,0
NL:S:24720090;Noordermeerweg;Rutten;0,7;0,8;0,0;0,0;0,0;0,0
NL:S:24750010;Zuivelfabriek;Kolderveen;0,1;0,1;0,0;0,0;0,0;0,0
NL:S:24750100;Nijeveenseweg;Meppel;0,8999999999999999;1,8;0,0;0,0;0,0;0,0
NL:S:24750120;De Schalle;Nijeveen;4,3;2,6;0,0;0,0;0,0;0,0
NL:S:24750140;Molenweg;Nijeveen;5,4;3,0;0,0;0,0;0,0;0,0
NL:S:24750160;Gemeentehuis;Nijeveen;13,1;6,7;0,0;0,0;0,0;0,0
NL:S:24750180;Kerkweg;Nijeveen;0,6;1,2;0,0;0,0;0,0;0,0
NL:S:24750200;Zonneberg;Nijeveen;0,5;0,2;0,0;0,0;0,0;0,0
NL:S:24820030;Wrakkenpad;Creil;2,0;1,5;0,0;0,0;0,0;0,0
NL:S:24820050;IJzerpad;Rutten;0,4;0,5;0,0;0,0;0,0;0,0
NL:S:24820090;Creil;Creil;31,0;28,2;0,0;0,0;0,0;0,0
NL:S:24920030;Weg van Ongenade;Espel;0,1;0,1;0,0;0,0;0,0;0,0
NL:S:24920050;Onderduikerspad;Espel;0,9;0,8;0,0;0,0;0,0;0,0
NL:S:24920070;Noordermiddenweg;Espel;1,0;0,9;0,0;0,0;0,0;0,0
NL:S:24920080;Espelerweg;Emmeloord;0,1;0,1;0,0;0,0;0,0;0,0
NL:S:24920110;Espel;Espel;14,3;13,1;0,0;0,0;0,0;0,0
NL:S:24920130;Klutenpad;Creil;0,8;0,8;0,0;0,0;0,0;0,0
NL:S:25000010;Kettingstraat;Emmeloord;23,0;41,0;4,0;8,5;2,1999999999999997;3,7
NL:S:25000030;Lange Dreef;Emmeloord;4,5;6,6;2,5;4,0;0,8;1,6
NL:S:25000050;Bunschotenlaan;Emmeloord;26,200000000000003;43,400000000000006;7,4;12,100000000000001;10,3;6,800000000000001
NL:S:25000070;Emmeloord - Oost;Emmeloord;8,5;12,5;0,5;1,5;0,30000000000000004;0,2
NL:S:25000100;Diemenlaan;Emmeloord;21,200000000000003;36,3;4,9;9,5;4,2;5,800000000000001
NL:S:25000130;Ecopark;Emmeloord;1,7999999999999998;3,1;0,1;0,1;0,2;0,2
NL:S:25000160;Ondernemersweg;Emmeloord;1,1;1,6;0,0;0,0;0,0;0,0
NL:S:25000180;Produktieweg;Emmeloord;3,5;5,1;0,0;0,0;0,0;0,0
NL:S:25000210;Zuyderzee College;Emmeloord;25,900000000000002;29,700000000000003;7,6;8,2;7,6;5,1
NL:S:25000410;Begraafplaats;Emmeloord;24,7;41,1;0,0;0,0;0,0;0,0
NL:S:25000430;Dr. W.M. Verhaarlaan;Emmeloord;1,0;1,6;0,0;0,0;0,0;0,0
NL:S:25000450;Schaftweg/Espelerweg;Emmeloord;1,7;3,0;0,0;0,0;0,0;0,0
NL:S:25000500;Medisch Centrum;Emmeloord;96,6;98,9;12,700000000000001;14,1;6,4;6,3
NL:S:25000600;Antonius Ziekenhuis;Emmeloord;97,0;93,60000000000001;26,5;29,2;13,3;12,8
NL:S:25000700;Urkerweg 18;Emmeloord;0,6000000000000001;0,5;0,30000000000000004;0,2;0,0;0,0
NL:S:25001400;Smeden;Emmeloord;22,2;47,099999999999994;5,800000000000001;12,2;3,7;5,8
NL:S:25005010;Busstation;Emmeloord;1408,1999999999998;1452,4;313,3;325,9;245,6;173,1
NL:S:25060010;Brink;Luttelgeest;12,1;9,799999999999999;0,0;0,0;0,0;0,0
NL:S:25060030;Luttelgeesterweg;Luttelgeest;0,3;0,5;0,0;0,0;0,0;0,0
NL:S:25060050;Lindeweg;Luttelgeest;0,5;0,7;0,0;0,0;0,0;0,0
NL:S:25060070;Orchideeenhoeve;Luttelgeest;4,5;4,7;0,0;0,0;0,0;0,0
NL:S:25060090;Oosterringweg;Luttelgeest;25,099999999999998;21,200000000000003;0,0;0,0;0,0;0,0
NL:S:25060110;Schansweg;Luttelgeest;0,1;0,30000000000000004;0,0;0,0;0,0;0,0
NL:S:25070010;Luttelgeesterweg;Marknesse;1,6;3,4;0,2;0,8;0,2;0,30000000000000004
NL:S:25070030;H.D. Louwes Hoeve;Emmeloord;0,0;0,1;0,0;0,0;0,0;0,0
NL:S:25070050;Lindeweg;Emmeloord;0,8;0,8;0,7;0,5;0,30000000000000004;0,8
NL:S:25130100;Sloefweg;Ens;5,6;5,4;1,6;1,7;0,9;2,0999999999999996
NL:S:25130200;Bomenweg;Emmeloord;2,4;2,6;0,6000000000000001;1,1;0,7;0,5
NL:S:25130300;Kleiweg;Emmeloord;2,9;2,5;0,5;0,4;1,0;0,30000000000000004
NL:S:25140100;Schaftweg/Nagelerweg;Emmeloord;0,1;0,5;0,0;0,0;0,0;0,0
NL:S:25140300;Johannes Postweg;Nagele;0,2;0,3;0,0;0,0;0,0;0,0
NL:S:25150100;Urkerweg 34;Tollebeek;1,2;1,9;0,1;0,6;0,0;0,0
NL:S:25150200;Sint Hubertusplaats;Tollebeek;73,9;75,1;13,5;13,4;0,0;0,0
NL:S:25150300;Urkerweg 46;Tollebeek;0,5;0,7999999999999999;0,1;0,1;0,0;0,0
NL:S:25150400;Urkerdwarspad;Urk;1,6;1,9;0,5;0,6;0,0;0,0
NL:S:25170030;Zwembad Voorst;Kraggenburg;0,4;0,5;0,30000000000000004;0,7;0,7;0,2
NL:S:25170050;Picknickplaats;Kraggenburg;1,9;0,8999999999999999;0,2;0,30000000000000004;0,30000000000000004;0,1
NL:S:25170070;Mammouthweg;Kraggenburg;1,7;1,7000000000000002;0,7;0,5;0,1;0,1
NL:S:25170090;Leemringweg/Sloefweg;Marknesse;2,5;2,7;0,2;0,4;0,2;0,2
NL:S:25170110;Boslaan;Marknesse;1,2;0,7;0,0;0,0;0,0;0,0
NL:S:25170211;Busstation;Marknesse;235,1;241,29999999999998;19,200000000000003;14,600000000000001;12,9;13,4
NL:S:25170230;Breestraat;Marknesse;63,5;71,3;14,299999999999999;18,1;9,0;9,6
NL:S:25170250;Netl;Kraggenburg;0,7;1,3;1,1;2,0;1,3;1,3
NL:S:25180010;Busstation;Blokzijl;91,69999999999999;44,900000000000006;0,0;0,0;0,0;0,0
NL:S:25180030;Uiterdijkenweg;Marknesse;3,5;3,5;0,0;0,0;0,0;0,0
NL:S:25180050;Steenwijkerdwarsweg;Marknesse;4,6;5,2;0,0;0,0;0,0;0,0
NL:S:25230030;Ens;Ens;164,2;169,1;46,2;48,3;31,7;25,0
NL:S:25240010;Domineesweg;Nagele;63,4;70,5;9,7;12,2;13,0;5,5
NL:S:25240150;Professor Brandsmaw.;Nagele;0,1;0,1;0,0;0,0;0,0;0,0
NL:S:25240800;Nagele;Nagele;30,6;25,4;0,0;0,0;0,0;0,0
NL:S:25250010;Singel;Urk;53,6;50,800000000000004;20,200000000000003;13,7;0,0;0,0
NL:S:25250100;Urkerweg 60;Urk;7,8999999999999995;9,4;1,2;1,3;0,0;0,0
NL:S:25250210;Ransuil;Urk;72,5;87,69999999999999;9,299999999999999;10,2;0,0;0,0
NL:S:25250230;Winkelcentrum;Urk;151,8;151,89999999999998;22,3;19,4;0,0;0,0
NL:S:25250270;Vlaak;Urk;98,30000000000001;113,0;6,5;8,8;0,0;0,0
NL:S:25250300;Rotholm;Urk;91,7;68,6;14,5;7,0;0,0;0,0
NL:S:25250850;Lange Dam;Urk;74,7;86,5;6,2;9,5;0,0;0,0
NL:S:25250950;De Noord;Urk;42,2;51,1;4,2;7,6000000000000005;0,0;0,0
NL:S:25251000;Gemeentehuis;Urk;95,6;94,19999999999999;11,899999999999999;15,899999999999999;0,0;0,0
NL:S:25251510;Marsdiep;Urk;0,8;0,6;0,0;0,0;0,0;0,0
NL:S:25251530;Griend;Urk;4,6;4,9;0,0;0,0;0,0;0,0
NL:S:25251570;Keteldiep;Urk;1,3;1,3;0,0;0,0;0,0;0,0
